feature,importance,signed,case_name,feature_tag,feature_name,model,seed,importance_std
fai_irrev_2.5C__W5000__SOC5,3.427953406657634e-05,3.427953406657634e-05,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,5,
fai_irrev_2.5C__W100__SOC5,0.06022221814969601,-0.06022221814969601,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W300__SOC5,0.04025078210001374,0.04025078210001374,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W30__SOC5,0.030028967304329423,-0.030028967304329423,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W700__SOC5,0.014586192231697171,0.014586192231697171,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W3000__SOC5,0.010567097010054866,-0.010567097010054866,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W70__SOC5,0.00743703525324604,0.00743703525324604,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W50__SOC5,0.006203483755232017,-0.006203483755232017,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W5000__SOC5,0.004435379104168534,0.004435379104168534,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W1000__SOC5,0.004218387953853919,0.004218387953853919,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W500__SOC5,0.0009734205070087493,0.0009734205070087493,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,6,
fai_irrev_2.5C__W100__SOC5,0.06812069678379191,-0.06812069678379191,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W300__SOC5,0.021580427531540228,0.021580427531540228,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W3000__SOC5,0.01700714797089187,-0.01700714797089187,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W30__SOC5,0.016162569869181742,-0.016162569869181742,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W700__SOC5,0.015356036676641217,0.015356036676641217,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W1000__SOC5,0.01125476600171217,0.01125476600171217,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W70__SOC5,0.009525144693161612,0.009525144693161612,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W5000__SOC5,0.008187173913828285,0.008187173913828285,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W500__SOC5,0.002794222514430592,-0.002794222514430592,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W50__SOC5,0.002098639208670203,0.002098639208670203,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,7,
fai_irrev_2.5C__W100__SOC5,0.039769873444007876,-0.039769873444007876,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W700__SOC5,0.018575247687484503,0.018575247687484503,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W30__SOC5,0.01566584136568013,-0.01566584136568013,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W70__SOC5,0.0129618541834804,0.0129618541834804,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W500__SOC5,0.010825240023429617,-0.010825240023429617,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W1000__SOC5,0.008172745705363062,0.008172745705363062,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W50__SOC5,0.007154109815811312,-0.007154109815811312,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W3000__SOC5,0.006274658177001473,-0.006274658177001473,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W300__SOC5,0.0056459556623093985,0.0056459556623093985,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W5000__SOC5,0.004039612057754085,0.004039612057754085,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,8,
fai_irrev_2.5C__W100__SOC5,0.07367791247509953,-0.07367791247509953,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W300__SOC5,0.033162802566353615,0.033162802566353615,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W30__SOC5,0.031071149950452855,-0.031071149950452855,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W700__SOC5,0.019999942033393194,0.019999942033393194,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W70__SOC5,0.009422911687475478,0.009422911687475478,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W5000__SOC5,0.008135945837584334,-0.008135945837584334,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W1000__SOC5,0.006572868875991346,0.006572868875991346,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W500__SOC5,0.005437728502455455,0.005437728502455455,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W3000__SOC5,0.002600419011380001,-0.002600419011380001,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W50__SOC5,0.0021062522036870983,-0.0021062522036870983,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,9,
fai_irrev_2.5C__W100__SOC5,0.06164999699717652,-0.06164999699717652,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W700__SOC5,0.022585354426496455,0.022585354426496455,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W300__SOC5,0.019918785032695265,0.019918785032695265,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W50__SOC5,0.013168076424851887,-0.013168076424851887,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W1000__SOC5,0.012354976334847037,0.012354976334847037,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W70__SOC5,0.010615422714750918,0.010615422714750918,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W3000__SOC5,0.010100357945946799,-0.010100357945946799,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W30__SOC5,0.008920363203875408,-0.008920363203875408,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W500__SOC5,0.007918124594399632,-0.007918124594399632,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W5000__SOC5,0.002194270075266479,0.002194270075266479,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,10,
fai_irrev_2.5C__W100__SOC5,0.06371402433248971,-0.06371402433248971,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W700__SOC5,0.031305990469346026,0.031305990469346026,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W30__SOC5,0.024334574852545816,-0.024334574852545816,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W300__SOC5,0.023740274749689164,0.023740274749689164,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W70__SOC5,0.012024426020279224,0.012024426020279224,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W3000__SOC5,0.008855647793644379,-0.008855647793644379,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W50__SOC5,0.008153766742167917,-0.008153766742167917,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W1000__SOC5,0.005723633335043606,0.005723633335043606,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W500__SOC5,0.0054124575235731335,-0.0054124575235731335,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W5000__SOC5,0.000747146943018197,-0.000747146943018197,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,11,
fai_irrev_2.5C__W100__SOC5,0.034274022324185305,-0.034274022324185305,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W30__SOC5,0.01929434108659197,-0.01929434108659197,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W700__SOC5,0.01860471909582509,0.01860471909582509,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W500__SOC5,0.011552155105643018,-0.011552155105643018,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W70__SOC5,0.009630476434910301,0.009630476434910301,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W50__SOC5,0.009120842613584059,-0.009120842613584059,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W300__SOC5,0.008745633550422285,0.008745633550422285,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W1000__SOC5,0.004652428118498545,0.004652428118498545,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W5000__SOC5,0.0029424780724815205,-0.0029424780724815205,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W3000__SOC5,0.000886331090055437,-0.000886331090055437,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,12,
fai_irrev_2.5C__W100__SOC5,0.0486444603381446,-0.0486444603381446,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,13,
fai_irrev_2.5C__W700__SOC5,0.031696373912967354,0.031696373912967354,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,13,
fai_irrev_2.5C__W30__SOC5,0.012939825994193086,-0.012939825994193086,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,13,
fai_irrev_2.5C__W3000__SOC5,0.010314570534465673,-0.010314570534465673,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,13,
fai_irrev_2.5C__W50__SOC5,0.007429708031233665,-0.007429708031233665,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,13,
fai_irrev_2.5C__W500__SOC5,0.0070127920726060205,-0.0070127920726060205,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,linear,13,
