case_name,feature_tag,feature_name,model,feature,importance_median,importance_std,importance_mean
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,ridge,fai_irrev_2.5C__W500__SOC5,0.0024509604378189827,0.0028736657595236164,0.0033153831172056136
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,ridge,fai_irrev_2.5C__W5000__SOC5,0.0015635858325935197,0.00171581470524603,0.001977556799802059
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W30__SOC5,0.030317683135347863,0.00543459888058798,0.028276662150724184
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W3000__SOC5,0.005545448231336805,0.002131203821237706,0.004826114899519099
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W100__SOC5,0.00017684704919608603,0.005163834969795448,0.0033199863929048766
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W1000__SOC5,0.0,0.00014884387429460726,2.109458144241405e-05
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W300__SOC5,0.0,0.0,0.0
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W5000__SOC5,0.0,0.002158004806874305,0.001374612817137678
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W500__SOC5,0.0,0.0,0.0
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W50__SOC5,0.0,0.0033296979360253874,0.0016554812414374019
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W700__SOC5,0.0,0.0003868563303304113,5.6690781011639585e-05
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,lasso,fai_irrev_2.5C__W70__SOC5,0.0,0.0011934205262479763,0.0007013690323419054
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W30__SOC5,0.02807168689351274,0.0062138973810419145,0.02710289497312609
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W100__SOC5,0.014528720255343072,0.008131511251752297,0.014850746754366831
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W700__SOC5,0.00518307055228084,0.0044454470750197456,0.005692745191510032
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W70__SOC5,0.00467354739729168,0.002030836787222369,0.004762781246433928
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W3000__SOC5,0.0024553619344801205,0.0024715515398659655,0.0027076682761377853
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W1000__SOC5,0.0013883387356338802,0.0026047609485645414,0.0023275438166699245
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W5000__SOC5,0.0,0.0011771335079225126,0.0005495062563560953
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W300__SOC5,0.0,0.000591956785430273,0.0001125805420005472
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W50__SOC5,0.0,0.004665295617665641,0.002819851909512827
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,en,fai_irrev_2.5C__W500__SOC5,0.0,0.0,0.0
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W100__SOC5,0.016846590801795798,0.008308783870625473,0.017259317614047837
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W500__SOC5,0.007394991375132725,0.004930849843370651,0.007603156776451933
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W30__SOC5,0.005736382108935426,0.004528504399853363,0.00604973478071225
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W50__SOC5,0.0044258913983732245,0.0036929072589506904,0.004954875699966042
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W5000__SOC5,0.004346471114265126,0.0031941769167313045,0.004540615137872357
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W700__SOC5,0.0040656038020010984,0.003332410783796719,0.004811900261266418
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W1000__SOC5,0.003379021432338716,0.003365434305434716,0.003997193147924974
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W3000__SOC5,0.0027641917438050324,0.003258490389793216,0.003311267240072556
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W300__SOC5,0.0023813112573188517,0.0036428961679999196,0.0029030303890012705
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,svm,fai_irrev_2.5C__W70__SOC5,0.002090954944144961,0.0025163755762001214,0.0018048558678650218
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W100__SOC5,0.4834944374172394,0.10816593657354634,0.4779109734284103
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W30__SOC5,0.1588406042146548,0.057271758560716986,0.16337004123771756
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W50__SOC5,0.08908772116670607,0.08837220517255866,0.11904373819785377
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W300__SOC5,0.06640203443203309,0.04309090766088422,0.07649453113830157
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W3000__SOC5,0.03421161962933522,0.008191776392468895,0.035176616310509695
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W500__SOC5,0.03408473742133869,0.018917794132998583,0.036265257052320234
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W5000__SOC5,0.024815314666623525,0.006507945701167449,0.02533890478334311
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W70__SOC5,0.023225895818555886,0.0047948985860389965,0.02370919848554653
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W700__SOC5,0.02056124513415114,0.0051979524983690375,0.02144442293804938
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,rf,fai_irrev_2.5C__W1000__SOC5,0.019366855710408727,0.00745006221299912,0.02124631642794783
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W100__SOC5,0.0027703363448381424,0.0007732433631008764,0.002665435584203806
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W30__SOC5,0.0002966640022350475,0.00023742515143222956,0.0003514358287065988
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W500__SOC5,0.00015790935867698863,0.00011667382879030453,0.00018004457790084415
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W300__SOC5,0.0001400518522132188,0.000267798817540267,0.00021324097100659854
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W3000__SOC5,0.00012341303227003664,4.5675236555979834e-05,0.00013131887779309183
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W5000__SOC5,9.355859583592974e-05,5.312098949873615e-05,0.00011251754131080816
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W50__SOC5,9.194123776978813e-05,0.00044244938385229823,0.00021537759612328956
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W700__SOC5,7.407845259876922e-05,4.903817091359468e-05,8.67665592522826e-05
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W70__SOC5,5.905709258513525e-05,1.3988580417407547e-05,5.687569004294346e-05
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,xgb,fai_irrev_2.5C__W1000__SOC5,5.232112562225666e-05,7.033904817853064e-05,7.717005943959521e-05
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W100__SOC5,0.009381388710827165,0.0029107023885544276,0.00910096977534975
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W50__SOC5,0.006141725859644256,0.003241342745638291,0.005799464374719351
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W500__SOC5,0.005720541799848208,0.0029181112952059657,0.005474541385618024
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W30__SOC5,0.005397468138937687,0.0026707364219733694,0.005457703919867
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W5000__SOC5,0.005015370167266742,0.003025044380580479,0.004966519790735893
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W300__SOC5,0.004964278840389502,0.0030924403713296356,0.00474484372949158
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W700__SOC5,0.004728520652719741,0.003040035437511814,0.004709430168891589
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W3000__SOC5,0.0036626438490409484,0.002603604823152684,0.0037937199993184766
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W1000__SOC5,0.003290150837834036,0.0027050607437612687,0.003466212927839637
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,gpr,fai_irrev_2.5C__W70__SOC5,0.001540704555858577,0.0019244425266864843,0.001703419098364903
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W100__SOC5,0.02349558841627289,0.01697399798154008,0.02587968549806094
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W5000__SOC5,0.018477508054022523,0.01565457759116879,0.02175880192448261
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W700__SOC5,0.015142899800350485,0.017253995737195365,0.0177679283169819
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W3000__SOC5,0.0139449863778677,0.011868438627404427,0.017045651737846983
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W30__SOC5,0.013404478798151966,0.013573180322813112,0.016157210408055497
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W1000__SOC5,0.012443294076508075,0.014149481306485995,0.015053648198346547
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W300__SOC5,0.01230673381015185,0.018475708707066954,0.017297268411302982
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W50__SOC5,0.012206132107552392,0.014451496594493947,0.01666099430547008
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W500__SOC5,0.01184726239282458,0.014801281022618738,0.01563418409872026
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,mlp,fai_irrev_2.5C__W70__SOC5,0.010911765873879039,0.012562354344421432,0.014305089261206288
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W30__SOC5,0.0019995740461803612,0.0013501692686131205,0.0020902593649346477
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W50__SOC5,0.0019329495308739778,0.0013474943823072617,0.001997773534744807
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W100__SOC5,0.0019308652800605415,0.001311112178564834,0.0020019868709618698
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W300__SOC5,0.0013680587853477125,0.001279003481287241,0.0014336103397678186
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W70__SOC5,0.0013676649763016476,0.0013181684043487084,0.001388911721986134
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W500__SOC5,0.0010053284638268565,0.0012407145453204283,0.0010730316209466113
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W700__SOC5,0.00043153876808711027,0.0012822438635387199,0.0005767814957128245
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W1000__SOC5,1.50194119952941e-05,0.0012708469238248464,0.00014709477357319369
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W5000__SOC5,-0.0004332142407553507,0.0012541602455699214,-0.0003898496769587192
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,transformer,fai_irrev_2.5C__W3000__SOC5,-0.0005572715203421485,0.0013321107745512826,-0.00042036057056154473
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W100__SOC5,0.0019662083286103764,0.001417739845398152,0.0020803050735201147
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W30__SOC5,0.0019599238173621056,0.001409089175525809,0.002074573400641849
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W50__SOC5,0.0018514440600985514,0.0014327055795497659,0.002007831070922669
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W300__SOC5,0.0014499505084355634,0.0014225801741918679,0.0015557081992485402
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W70__SOC5,0.0012905196369716095,0.0014021205613648688,0.0014212896338980524
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W500__SOC5,0.0010136407827649801,0.0014308484671083134,0.0012005474107070191
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W700__SOC5,0.0004848180610565874,0.0014150577730930747,0.0007157121769214799
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W1000__SOC5,0.0002187630867276819,0.0014816538108436523,0.00030790859297434434
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W3000__SOC5,-0.00015083584658304676,0.0015204608107524,-0.00010354660801478777
exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,exp2__SOC05_2p5C__all_widths,informer,fai_irrev_2.5C__W5000__SOC5,-0.00038620147659664927,0.0014627218570895458,-0.0001927158503032867
