feature,importance,signed,case_name,feature_tag,feature_name,model,seed,importance_std
fai_irrev_0.5C__W50__SOC70,0.006511045909935734,-0.006511045909935734,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,13,
fai_irrev_0.5C__W50__SOC65,0.0030772684426509716,-0.0030772684426509716,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,13,
fai_irrev_0.5C__W50__SOC65,0.011835980561929632,-0.011835980561929632,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,14,
fai_irrev_0.5C__W50__SOC70,0.0006646184593117095,0.0006646184593117095,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,14,
fai_irrev_0.5C__W50__SOC65,0.005301645965589869,-0.005301645965589869,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,15,
fai_irrev_0.5C__W50__SOC70,0.003778654615061965,-0.003778654615061965,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,15,
fai_irrev_0.5C__W50__SOC65,0.0043273310207159925,-0.0043273310207159925,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,16,
fai_irrev_0.5C__W50__SOC70,0.003572168244671678,-0.003572168244671678,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,16,
fai_irrev_0.5C__W50__SOC70,0.007543990956064527,-0.007543990956064527,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,17,
fai_irrev_0.5C__W50__SOC65,0.0011126457197909135,-0.0011126457197909135,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,17,
fai_irrev_0.5C__W50__SOC70,0.005805215873477295,-0.005805215873477295,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,18,
fai_irrev_0.5C__W50__SOC65,0.004081707636736493,-0.004081707636736493,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,18,
fai_irrev_0.5C__W50__SOC70,0.005680670817121713,-0.005680670817121713,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,19,
fai_irrev_0.5C__W50__SOC65,0.0019023573748754036,-0.0019023573748754036,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,19,
fai_irrev_0.5C__W50__SOC70,0.007138256839490982,-0.007138256839490982,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,20,
fai_irrev_0.5C__W50__SOC65,0.002073772461524058,-0.002073772461524058,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,20,
fai_irrev_0.5C__W50__SOC70,0.006113954778226006,-0.006113954778226006,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,21,
fai_irrev_0.5C__W50__SOC65,0.003546016634213191,-0.003546016634213191,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,21,
fai_irrev_0.5C__W50__SOC70,0.005128622727797144,-0.005128622727797144,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,22,
fai_irrev_0.5C__W50__SOC65,0.0049348129902560545,-0.0049348129902560545,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,22,
fai_irrev_0.5C__W50__SOC70,0.005829305243703527,-0.005829305243703527,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,23,
fai_irrev_0.5C__W50__SOC65,0.00525967932486238,-0.00525967932486238,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,23,
fai_irrev_0.5C__W50__SOC70,0.0067528089755968836,-0.0067528089755968836,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,24,
fai_irrev_0.5C__W50__SOC65,0.0037666684295437876,-0.0037666684295437876,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,24,
fai_irrev_0.5C__W50__SOC70,0.006762957680481725,-0.006762957680481725,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,25,
fai_irrev_0.5C__W50__SOC65,0.003106919244373258,-0.003106919244373258,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,25,
fai_irrev_0.5C__W50__SOC70,0.006161576901682259,-0.006161576901682259,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,26,
fai_irrev_0.5C__W50__SOC65,0.003155889352089181,-0.003155889352089181,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,26,
fai_irrev_0.5C__W50__SOC65,0.004683898118430916,-0.004683898118430916,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,27,
fai_irrev_0.5C__W50__SOC70,0.0037623249632307183,-0.0037623249632307183,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,27,
fai_irrev_0.5C__W50__SOC70,0.007147704538977893,-0.007147704538977893,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,28,
fai_irrev_0.5C__W50__SOC65,0.003026877843922037,-0.003026877843922037,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,28,
fai_irrev_0.5C__W50__SOC70,0.006410974900484767,-0.006410974900484767,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,29,
fai_irrev_0.5C__W50__SOC65,0.003552841359820341,-0.003552841359820341,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,29,
fai_irrev_0.5C__W50__SOC65,0.012130928398962109,-0.012130928398962109,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,30,
fai_irrev_0.5C__W50__SOC70,0.0003085616843031692,0.0003085616843031692,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,30,
fai_irrev_0.5C__W50__SOC70,0.006476278589073615,-0.006476278589073615,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,31,
fai_irrev_0.5C__W50__SOC65,0.00401296284672147,-0.00401296284672147,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,31,
fai_irrev_0.5C__W50__SOC70,0.0053872907349910345,-0.0053872907349910345,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,32,
fai_irrev_0.5C__W50__SOC65,0.005073047512144095,-0.005073047512144095,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,32,
fai_irrev_0.5C__W50__SOC70,0.006584989655025425,-0.006584989655025425,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,33,
fai_irrev_0.5C__W50__SOC65,0.0018668562344523458,-0.0018668562344523458,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,33,
fai_irrev_0.5C__W50__SOC65,0.004660904068535118,-0.004660904068535118,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,34,
fai_irrev_0.5C__W50__SOC70,0.003951757634924449,-0.003951757634924449,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,34,
fai_irrev_0.5C__W50__SOC65,0.009154715416776383,-0.009154715416776383,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,35,
fai_irrev_0.5C__W50__SOC70,0.0015097989418580396,-0.0015097989418580396,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,35,
fai_irrev_0.5C__W50__SOC70,0.007156552272605271,-0.007156552272605271,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,36,
fai_irrev_0.5C__W50__SOC65,0.0023323849967444655,-0.0023323849967444655,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,36,
fai_irrev_0.5C__W50__SOC70,0.0076854038078176526,-0.0076854038078176526,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,37,
fai_irrev_0.5C__W50__SOC65,0.0021016809275785204,-0.0021016809275785204,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,37,
fai_irrev_0.5C__W50__SOC65,0.008164962828698833,-0.008164962828698833,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,38,
fai_irrev_0.5C__W50__SOC70,0.0016841394893959544,-0.0016841394893959544,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,38,
fai_irrev_0.5C__W50__SOC70,0.006271494753697913,-0.006271494753697913,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,39,
fai_irrev_0.5C__W50__SOC65,0.00314701590772462,-0.00314701590772462,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,39,
fai_irrev_0.5C__W50__SOC70,0.006811648915265195,-0.006811648915265195,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,40,
fai_irrev_0.5C__W50__SOC65,0.002916570242705814,-0.002916570242705814,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,40,
fai_irrev_0.5C__W50__SOC65,0.007852615383518956,-0.007852615383518956,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,41,
fai_irrev_0.5C__W50__SOC70,0.00280056648005183,-0.00280056648005183,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,41,
fai_irrev_0.5C__W50__SOC65,0.006487459710012776,-0.006487459710012776,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,42,
fai_irrev_0.5C__W50__SOC70,0.004589142087663225,-0.004589142087663225,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,42,
fai_irrev_0.5C__W50__SOC65,0.007154779294286227,-0.007154779294286227,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,43,
fai_irrev_0.5C__W50__SOC70,0.003128920369779514,-0.003128920369779514,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,43,
fai_irrev_0.5C__W50__SOC65,0.007827394905434744,-0.007827394905434744,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,44,
fai_irrev_0.5C__W50__SOC70,0.0030957700292740674,-0.0030957700292740674,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,44,
fai_irrev_0.5C__W50__SOC70,0.007159323632675013,-0.007159323632675013,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,45,
fai_irrev_0.5C__W50__SOC65,0.0046241788221399365,-0.0046241788221399365,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,45,
fai_irrev_0.5C__W50__SOC65,0.010864692836452776,-0.010864692836452776,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,46,
fai_irrev_0.5C__W50__SOC70,0.001706292266000381,0.001706292266000381,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,46,
fai_irrev_0.5C__W50__SOC70,0.0043783172104526905,-0.0043783172104526905,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,47,
fai_irrev_0.5C__W50__SOC65,0.004173282961036824,-0.004173282961036824,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,47,
fai_irrev_0.5C__W50__SOC65,0.0068941361359814365,-0.0068941361359814365,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,48,
fai_irrev_0.5C__W50__SOC70,0.0025780254947391813,-0.0025780254947391813,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,48,
fai_irrev_0.5C__W50__SOC65,0.008149426494258642,-0.008149426494258642,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,49,
fai_irrev_0.5C__W50__SOC70,0.0010095225783967204,-0.0010095225783967204,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,49,
fai_irrev_0.5C__W50__SOC70,0.008850791209773591,-0.008850791209773591,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,50,
fai_irrev_0.5C__W50__SOC65,0.0003486233723759621,-0.0003486233723759621,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,50,
fai_irrev_0.5C__W50__SOC70,0.005322518621138865,-0.005322518621138865,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,51,
fai_irrev_0.5C__W50__SOC65,0.0043887753728951056,-0.0043887753728951056,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,51,
fai_irrev_0.5C__W50__SOC70,0.005841017896772263,-0.005841017896772263,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,52,
fai_irrev_0.5C__W50__SOC65,0.004769477936854707,-0.004769477936854707,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,52,
fai_irrev_0.5C__W50__SOC65,0.0060236193835781476,-0.0060236193835781476,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,53,
fai_irrev_0.5C__W50__SOC70,0.004214790455975256,-0.004214790455975256,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,53,
fai_irrev_0.5C__W50__SOC65,0.0050071963213378715,-0.0050071963213378715,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,54,
fai_irrev_0.5C__W50__SOC70,0.0045966092099343535,-0.0045966092099343535,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,54,
fai_irrev_0.5C__W50__SOC65,0.007259294841239783,-0.007259294841239783,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,55,
fai_irrev_0.5C__W50__SOC70,0.003802277666392092,-0.003802277666392092,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,55,
fai_irrev_0.5C__W50__SOC70,0.005221651833047189,-0.005221651833047189,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,56,
fai_irrev_0.5C__W50__SOC65,0.004803055264243637,-0.004803055264243637,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,56,
fai_irrev_0.5C__W50__SOC70,0.007882275707339745,-0.007882275707339745,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,57,
fai_irrev_0.5C__W50__SOC65,0.00015252048417737624,-0.00015252048417737624,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,57,
fai_irrev_0.5C__W50__SOC70,0.005915805639763736,-0.005915805639763736,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,58,
fai_irrev_0.5C__W50__SOC65,0.0033467460058269273,-0.0033467460058269273,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,58,
fai_irrev_0.5C__W50__SOC70,0.006727847383880698,-0.006727847383880698,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,59,
fai_irrev_0.5C__W50__SOC65,0.0029849423052737373,-0.0029849423052737373,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,59,
fai_irrev_0.5C__W50__SOC65,0.004888056209382053,-0.004888056209382053,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,60,
fai_irrev_0.5C__W50__SOC70,0.004475088735923214,-0.004475088735923214,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,60,
fai_irrev_0.5C__W50__SOC65,0.0038991449485990125,-0.0038991449485990125,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,61,
fai_irrev_0.5C__W50__SOC70,0.0034909805628459776,-0.0034909805628459776,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,61,
fai_irrev_0.5C__W50__SOC70,0.006264487611344028,-0.006264487611344028,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,62,
fai_irrev_0.5C__W50__SOC65,0.004119171882378165,-0.004119171882378165,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,62,
fai_irrev_0.5C__W50__SOC65,0.0069693074230787995,-0.0069693074230787995,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,63,
fai_irrev_0.5C__W50__SOC70,0.0037955539492649545,-0.0037955539492649545,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,exp3__0p5C__W50__high_socs_65_70,linear,63,
