case_name,feature_tag,feature_name,model,feature,importance_median,importance_std,importance_mean
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,rf,fai_irrev_0.5C__W30__SOC5,0.0772298087704093,0.01845484393742441,0.07977713093059903
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,xgb,fai_irrev_2C__W30__SOC5,0.0008958143007475883,0.0003302418729256433,0.0007863667231868021
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,xgb,fai_irrev_1C__W30__SOC5,0.0003306502476334572,0.00029523318023380265,0.00043479787753312847
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,xgb,fai_irrev_2.5C__W30__SOC5,9.809215771383606e-05,0.0001040582165176143,0.00012692890526523116
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,xgb,fai_irrev_0.5C__W30__SOC5,9.29432426346466e-05,2.252741067543375e-05,9.158847929938929e-05
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,xgb,fai_irrev_1.5C__W30__SOC5,7.215687946882099e-05,0.00010321189286666234,0.00011474968039692612
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,gpr,fai_irrev_1C__W30__SOC5,5.676015213396114e-16,0.0012867297974330843,0.00039352472845205814
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,gpr,fai_irrev_2.5C__W30__SOC5,4.0245584642661923e-17,0.001059888918668604,0.0002987727650304909
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,gpr,fai_irrev_1.5C__W30__SOC5,0.0,0.0005857258586929998,0.000135229347841043
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,gpr,fai_irrev_2C__W30__SOC5,0.0,0.0016483660986982176,0.00048297102272949977
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,gpr,fai_irrev_0.5C__W30__SOC5,-1.0408340855860842e-18,0.0009224208095899698,0.00024308025001203927
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,mlp,fai_irrev_2C__W30__SOC5,0.025816554356234936,0.02172596840832148,0.030893032256972555
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,mlp,fai_irrev_0.5C__W30__SOC5,0.02348465267694161,0.022758728471125613,0.029831203966085698
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,mlp,fai_irrev_1.5C__W30__SOC5,0.022446194896792233,0.02267606761974741,0.02753988504198819
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,mlp,fai_irrev_2.5C__W30__SOC5,0.021571698209364866,0.021206310954029514,0.027651640330538865
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,mlp,fai_irrev_1C__W30__SOC5,0.021379973247389154,0.018514113578422375,0.02538958388713277
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,transformer,fai_irrev_2.5C__W30__SOC5,0.0030261539446512853,0.0023872055940410077,0.0031864308246694296
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,transformer,fai_irrev_2C__W30__SOC5,0.0029855408050446265,0.0023683250589368243,0.0031688330865178786
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,transformer,fai_irrev_0.5C__W30__SOC5,0.0029775391254424975,0.002420833921756016,0.003156272956688291
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,transformer,fai_irrev_1C__W30__SOC5,0.002904401339303881,0.0024447979011798654,0.0032560280662454876
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,transformer,fai_irrev_1.5C__W30__SOC5,0.002818397183963232,0.002463837499911108,0.0031562832894179932
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,informer,fai_irrev_1C__W30__SOC5,0.002953281574794222,0.0017084880541317039,0.0027850423091170906
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,informer,fai_irrev_2C__W30__SOC5,0.0028411141902378615,0.0016503693559904384,0.0026897929666800722
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,informer,fai_irrev_1.5C__W30__SOC5,0.0028339472050893846,0.0016778462311163804,0.0026633758949343367
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,informer,fai_irrev_2.5C__W30__SOC5,0.0028248460497629067,0.0016954260479687877,0.00271662741388321
exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,informer,fai_irrev_0.5C__W30__SOC5,0.002796020497685384,0.00169320138025277,0.0026205617099416827
