feature,importance,signed,case_name,feature_tag,feature_name,model,seed,importance_std
fai_irrev_2.5C__W30__SOC5,0.02232540797983205,-0.02232540797983205,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,17,
fai_irrev_2C__W30__SOC5,0.020607323405995137,-0.020607323405995137,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,17,
fai_irrev_0.5C__W30__SOC5,0.0005103897173798137,0.0005103897173798137,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,17,
fai_irrev_2.5C__W30__SOC5,0.04649908655222136,-0.04649908655222136,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,18,
fai_irrev_1.5C__W30__SOC5,0.04475926528615119,0.04475926528615119,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,18,
fai_irrev_1C__W30__SOC5,0.03342369705693693,-0.03342369705693693,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,18,
fai_irrev_2C__W30__SOC5,0.01507726364525994,0.01507726364525994,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,18,
fai_irrev_0.5C__W30__SOC5,0.014782616447717514,-0.014782616447717514,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,18,
fai_irrev_1C__W30__SOC5,0.028492699325692584,-0.028492699325692584,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,19,
fai_irrev_2.5C__W30__SOC5,0.025152001718294265,-0.025152001718294265,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,19,
fai_irrev_1.5C__W30__SOC5,0.018491640374190002,0.018491640374190002,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,19,
fai_irrev_0.5C__W30__SOC5,9.688688779773316e-05,9.688688779773316e-05,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,19,
fai_irrev_2C__W30__SOC5,8.041152346405032e-06,-8.041152346405032e-06,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,19,
fai_irrev_1C__W30__SOC5,0.02282076947966489,-0.02282076947966489,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,20,
fai_irrev_2.5C__W30__SOC5,0.02236277677504049,-0.02236277677504049,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,20,
fai_irrev_1.5C__W30__SOC5,0.013047021415789903,0.013047021415789903,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,20,
fai_irrev_0.5C__W30__SOC5,0.009665751736192166,-0.009665751736192166,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,20,
fai_irrev_2C__W30__SOC5,0.006715227244031716,0.006715227244031716,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,20,
fai_irrev_1C__W30__SOC5,0.032780600046634564,-0.032780600046634564,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,21,
fai_irrev_1.5C__W30__SOC5,0.028712760313563342,0.028712760313563342,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,21,
fai_irrev_2.5C__W30__SOC5,0.015544706156062,-0.015544706156062,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,21,
fai_irrev_2C__W30__SOC5,0.011668296297575455,-0.011668296297575455,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,21,
fai_irrev_0.5C__W30__SOC5,0.005324148686858413,-0.005324148686858413,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,21,
fai_irrev_1C__W30__SOC5,0.03894259581053531,-0.03894259581053531,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,exp1__SOC05_W30_all_crates_05_10_15_20_25,linear,22,
